food_item,gdqs_category,mdd_adult,mdd_child,phdi_category,gdr_category,species,Edible conversion factor,Energy(kJ),Energy (kcal),Water(g),Protein(g),Fat(g),Carbohydrate available (g),Fibre(g),Ash(g),Ca(mg),Fe(mg),Mg(mg),P(mg),K(mg),Na(mg),Zn(mg),Se(mcg),Vit A-RAE(mcg),Vit A-RE(mcg),Retinol (mcg),b-carotene equivalent (mcg),Thiamin (mg),Riboflavin (mg),Niacin(mg),Dietary Folate Eq.(mcg),Food folate (mcg),Vit B12 (mcg),Vit C(mg)
Chick Peas Curry,Legumes,"Pulses (Beans, Peas And Lentils)",Legumes And Nuts,Legumes,Legumes,Chickpea,1,524,126,69.2,6,5.1,10.3,7.3,2.1,77,2.5,48,83,329,426,0.96,11,12,23,0,140,0.11,0.06,0.6,61,61,0,5.5
"Cornflour, from maize starch",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,1510,355,10.6,0.5,0.4,87.1,0.6,0.8,12,0.7,3,24,7,10,0.2,2,0,0,0,0,0.02,0,0.2,1,1,0,0
Drop Scones,Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Baked/Grain-Based Sweets,Wheat,1,1870,449,23.5,7.1,29.8,37.4,1.4,0.9,61,2.4,18,135,112,116,0.69,4,88,89,86,21,0.33,0.33,2,166,21,0.66,0
Finger Millet Porridge (Uji wa Wimbi),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Finger millet,1,168,40,88.8,0.7,0.2,7.8,2.1,0.4,35,1.1,16,17,52,4,0.16,2,0,0,0,0,0.01,0,0.4,6,6,0,0
"Green maize, white, whole, grain, fresh, boiled",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,0.69,612,146,58,3.8,2.3,20,15,0.8,17,1.1,36,167,141,6,1.73,5,7,14,0,82,0.08,0.07,1.1,51,51,0,1
"Green Maize, white, whole, grain, fresh, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,0.68,655,157,55.1,4.1,2.5,21.4,16.1,0.8,18,1.2,39,188,188,8,1.95,5,8,16,0,98,0.18,0.1,1.55,78,78,0,0.9
"Green Maize, white, whole, grain, fresh, stewed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,0.62,850,203,41.7,5.3,3.2,27.8,20.9,1.1,23,1.6,50,245,244,10,2.53,7,10,20,0,121,0.17,0.13,1.9,81,81,0,1
Hydrabadi Biryani,Whole Grains,"Meat, Poultry And Fish;Grains, White Roots And Tubers And Plantains","Meat, Poultry And Fish;Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice;Cow,1,819,195,59.3,8.2,8.3,21.4,0.9,1.9,35,1,22,115,187,457,0.62,15,13,19,8,65,0.06,0.09,1.2,4,4,1.08,1.9
"Maize meal, sifted, fortified, packaged, raw",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,No GDR Assignment,Maize,1,1490,352,12.7,6.8,3,72.3,4.5,0.7,20,3.6,50,229,150,12,4.36,0,71,71,71.4,0,0.5,0.31,3.69,523,18,0,0
Maize Porridge (Uji wa Mahindi),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,221,52,87.5,1.5,1.1,8.5,1.1,0.3,25,0.3,12,64,50,10,0.33,2,7,7,7,3,0.02,0.05,0.2,7,7,0.09,0
"Maize, grain, white variety, whole, dry, boiled",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,469,111,72.1,2.6,1.5,20.5,3,0.4,9,0.8,25,112,59,5,0.58,3,0,0,0,0,0.04,0.02,0.5,16,16,0,0
"Maize, grain, white variety, whole, dry, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,1450,345,13.6,7.94,4.5,63.4,9.4,1.2,24,2.6,75,367,226,12,1.88,8,0,0,0,0,0.25,0.1,2,71,71,0,0
"Maize, grain, white variety, whole, dry, stewed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,469,111,72.1,2.6,1.5,20.5,3,0.4,9,0.8,25,118,73,6,0.61,3,0,0,0,0,0.06,0.03,0.6,18,18,0,0
"Maize, grain, yellow variety, whole, dry, boiled",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,463,110,71.8,2.7,1.2,20.2,3.8,0.4,4,1.3,34,66,90,4,0.7,3,6,12,0,70,0.08,0.03,0.5,7,7,0,0
"Maize, grain, yellow variety, whole, dry, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,1430,340,12.7,8.3,3.7,62.5,11.9,1,7,3.9,104,216,346,7,2.3,8.5,20,40,0,241,0.5,0.12,2.2,33,33,0,0
"Maize, grain, yellow variety, whole, dry, stewed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,334,79,79.6,1.9,0.9,14.5,2.8,0.3,3,0.9,25,50,81,4,0.53,2,4,9,0,53,0.09,0.03,0.5,6,6,0,0
"Maize, roasted",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,0,157,0,4.1,2.5,21.4,0,0,18,1.2,39,188,188,8,1.95,0,0,0,0,0,0.018,0.220875,5.91375,0,5.88,0,0
"Maize, White, Degermed (Muthokoi)",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,1430,338,13.5,7.3,1.7,71.4,3.9,2.2,3,0.5,19,50,90,7,0.5,0,0,0,0,1.5,0.12,0.01,0.5,10,10,0,0
"Maize, whole, flour, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,1450,345,13.6,7.9,4.5,63.4,9.4,1.2,9,2.6,110,323,258,12,1.88,9,0,0,0,0,0.25,0.1,2,71,71,0,0
"Millet (mawede), finger, flour",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Finger millet,1,1290,306,11.3,7.4,2,53.3,22.6,3.5,344,18.5,154,183,538,2,1.7,2.7,0,0,0,2,0.19,0.04,4.6,93,93,0,0
"Millet (mawede), Finger, grain, dried, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Finger millet,1,1280,305,11.3,7.38,1.9,53.5,22.6,3.5,344,11.3,154,183,538,2,1.7,15.3,0,0,0,2,0.19,0.04,4.6,93,93,0,0
"Millet (wimbi), bulrush, flour",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Bulrush millet,1,1490,354,11,10.5,5.3,61.8,8.8,2.7,32,32.4,84,263,291,4,4.14,34,0,0,0,0,0.27,0.17,1.5,162,162,0,3
"Millet (wimbi), bulrush, grain, dry, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Bulrush millet,1,1490,354,11,9.8,5.3,62.5,8.8,2.7,32,6.3,84,427,291,4,4.14,25,2,5,0,28,0.27,0.17,1.5,162,162,0,3
"Millet (wimbi), bulrush, whole, grain, dry, boiled",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Bulrush millet,1,623,148,62.9,4.1,2.2,26,3.6,1.1,15,2.6,36,169,97,3,1.64,11,1,2,0,11,0.06,0.05,0.5,47,47,0,1
"Millet (wimbi), bulrush, whole, grain, dry, stewed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Bulrush millet,1,623,148,62.9,4.1,2.2,26,3.6,1.1,15,2.6,36,178,122,3,1.73,11,1,2,0,11,0.08,0.07,0.6,54,54,0,1
Millet Yeast (germinated Millet (wimbi) seeds),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Bulrush millet,1,1270,302,12.7,7.4,1.9,52.7,22.6,2.9,859,27.6,180,245,81,6,1.64,15,0,0,0,0,0.16,0.04,4.5,93,90,0,0
Nchenga/ Nzenga (Crushed Maize),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,542,129,69.5,2.2,3.9,20.3,1.8,2.2,13,0.3,11,22,85,552,0.16,0,87,173,0,1038,0.03,0.01,0.2,5,5,0,1.5
"Oat bran, unprocessed, uncooked",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Oat,1,1570,373,5.6,10.7,7.5,57.8,15.5,2.9,54,4.4,153,491,362,12,3.2,45,0,0,0,0,0.76,0.14,0.8,33,33,0,0
Oat Porridge,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Oat,1,363,86,79.3,1.9,1.6,15.3,1.4,0.5,39,0.4,18,77,69,14,0.45,5,11,11,11,5,0.05,0.08,0.1,3,3,0.14,0
Oatmeal,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Oat,1,351,83,78.3,2.4,1.7,12.9,3.5,1.2,15,1,35,110,82,209,0.71,10,0,0,0,0,0.13,0.03,0.2,6,6,0,0
Onion Fried Rice (Wali wa Yasmin),Whole Grains,"Grains, White Roots And Tubers And Plantains;Other Vegetables","Grains, White Roots And Tubers And Plantains;Other Fruits And Vegetables",Whole Cereals,No GDR Assignment,Rice;Onion,1,779,185,58.9,3.1,5.1,31.2,0.6,1,13,0.5,12,61,46,275,0.53,1,0,0,0,1,0.02,0.05,0.5,4,4,0,0.9
Pancakes,Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains;Eggs","Grains, White Roots And Tubers And Plantains;Eggs",Whole Cereals,Baked/Grain-Based Sweets,Wheat,1,1136,270,41.5,8.3,8.5,39.2,1.7,0.8,77,2.9,22,163,138,37,0.83,4,77,78,76,8,0.4,0.4,2.5,203,24,0.77,0
"Pasta, macaroni, plain, dry, boiled",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Fast Food Restaurant/ Instant Noodles,Wheat,1,637,150,62.2,5.6,0.6,30,1.4,0.3,10,0.6,16,57,36,3,0.25,5,0,0,0,0,0.03,0.01,0.4,5,5,0,0
"Pasta, macaroni, plain, dry, boiled in recipe",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Fast Food Restaurant/ Instant Noodles,Wheat,1,637,150,62.2,5.6,0.6,30,1.4,0.3,10,0.8,18,60,60,4,0.25,5,0,0,0,0,0.02,0.01,0.4,5,5,0,0
"Pasta, macaroni, plain, dry, raw-imported",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Fast Food Restaurant/ Instant Noodles,Wheat,1,1570,370,7.1,13.7,1.5,73.8,3.3,0.7,21,1.9,44,148,147.6,5.2,0.6,13,0,0,0,0,0.07,0.03,1.1,17,17,0,0
"Pasta, spaghetti, dry, boiled",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Fast Food Restaurant/ Instant Noodles,Wheat,1,517,122,69.1,4.4,0.5,24.5,1.1,0.4,8,0.3,9,56,30,3,0.21,4,0,0,0,0,0.02,0.02,0.3,4,4,0,0
"Pasta, spaghetti, dry, boiled in recipe",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Fast Food Restaurant/ Instant Noodles,Wheat,1,517,122,69.1,4.4,0.5,24.5,1.1,0.4,8,0.3,11,59,49,4,0.21,4,0,0,0,0,0.02,0.02,0.3,4,4,0,0
"Pasta, spaghetti, dry, raw-imported",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Fast Food Restaurant/ Instant Noodles,Wheat,1,1500,354,10.6,12.7,1.4,71,3.2,1.1,18,1,30,172,142,5,0.6,12,0,0,0,0,0.07,0.06,1.1,16,16,0,0
Pilau,Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,No GDR Assignment,Rice;Cow,1,895,213,56.3,6.9,9.4,24.8,1.1,1.5,19,1.3,20,138,285,349,1.24,3,5,8,2,39,0.04,0.1,1.5,12,12,0.4,5.9
Porridge (Finger Millet and Sorghum),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Finger millet;Sorghum,1,311,74,82.3,2.7,2.2,9.7,2.3,0.8,93,1.1,24,91,130,23,0.54,4,22,23,22,10,0.02,0.14,0.4,9,9,0.28,0
"Porridge (Sorghum, Finger Millet and Maize)",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum;Finger millet;Maize,1,174,41,89.8,1.3,0.9,6.3,1.3,0.4,33,0.5,14,47,57,10,0.27,2,7,7,7,3,0.02,0.05,0.3,5,5,0.09,0
Qita (Maize & wheat flour pancake),Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Baked/Grain-Based Sweets,Maize;Wheat,1,1020,241,44.3,5.1,5.6,41.2,2.8,0.9,24,2.8,28,131,105,158,1.81,0,62,63,61,10,0.35,0.23,2.4,234,28,0.15,0.2
Rice Flour Porridge (Uji wa Mchele),Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice,1,235,56,87.5,0.6,1.3,10.2,0.2,0.1,4,0.1,5,17,26,5,0.11,1,0,0,0,0,0.01,0,0.2,1,1,0,0.1
"Rice, Flour",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice,1,1490,352,11.9,6,1.1,78.4,2.1,0.5,14,0.8,37,146,155,2,0.95,12,0,0,0,0,0.12,0.03,2.9,7,7,0,0
"Rice, parboiled, boiled",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice,1,505,119,69.6,2.4,0.2,26.3,1.3,0.2,5,0.6,10,43,35,4,0.36,0,0,0,0,0,0.06,0.01,0.8,3,3,0,0
"Rice, parboiled, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice,1,1460,345,12,7,0.5,76.2,3.7,0.6,9,1.7,26,125,100,6,1.06,1,0,0,0,0,0.25,0.02,2.5,10,10,0,0
"Rice, steamed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice,1,513,121,68.6,2.6,0.3,26.7,0.2,1.5,10,0.3,9,49,22,521,0.45,1,0,0,0,0,0.02,0.04,0.4,2,2,0,0
"Rice, white, milled, polished grain, dry, boiled",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice,1,503,119,70.5,2.6,0.3,26.2,0.2,0.2,9,0.3,8,48,20,8,0.44,0,0,0,0,0,0.02,0.04,0.4,2,2,0,0
"Rice, white, milled, polished grain, dry, raw",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice,1,1500,353,12.2,7.6,1,78.1,0.7,0.4,21,0.9,23,144,59,17,1.32,1,0,0,0,0,0.07,0.11,1.1,9,9,0,0
Roti (Indian Chapati),Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1560,374,21.6,8,16.7,43.8,7.9,2,25,2.7,83,199,234,354,1.64,27,44,46,42,25,0.32,0.09,2.2,39,0,0,0
Semolina,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1460,345,11.8,10.9,1.1,70.5,4.9,0.8,16,1.6,35,102,196,2,1.17,9,0,0,0,2,0.12,0.05,1.9,57,57,0,0
"Sorghum (mtama), Grain, Red, Dried, Raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum,1,1420,336,11.6,9.3,3.5,59.9,14,1.8,10,3,150,296,387,6,1.97,21,0,1,0,4,0.24,0.11,3.3,64,64,0,0
"Sorghum (mtama), Grain, Red, Flour",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum,1,1420,336,11.6,9.3,3.5,59.9,14,1.8,10,3,150,296,387,6,1.97,12,0,0,0,0,0.24,0.11,3.3,0,0,0,0
"Sorghum (mtama), grain, white, dry, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum,1,1440,341,11.8,10.8,3.5,60.5,11.9,1.5,18,6.4,101,356,233,6,1.69,21,1,3,0,17,0.24,0.11,3.3,64,64,0,0
"Sorghum (mtama), grain, white, flour",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum,1,1440,341,11.8,10.8,3.5,60.5,11.9,1.5,18,6.4,101,356,280,4,1.69,26,1,1,0,8.29,0.24,0.11,3.3,0,0,0,0
"Sorghum (mtama), whole, grain white, dry, boiled",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum,1,599,142,63.2,4.5,1.5,25.2,4.9,0.6,9,2.7,43,141,78,4,0.67,9,1,1,0,6,0.05,0.04,1,19,19,0,0
"Sorghum (mtama), whole, grain white, dry, stewed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum,1,599,142,63.2,4.5,1.5,25.2,4.9,0.6,9,2.7,43,148,97,4,0.7,9,1,1,0,7,0.08,0.05,1.3,21,21,0,0
"Sorghum (mtama), whole, grain, red, dried, boiled",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum,1,590,140,63.1,3.9,1.5,24.9,5.8,0.8,6,1.4,63,117,129,4,0.78,9,0,0,0,2,0.05,0.04,1,19,19,0,0
"Sorghum (mtama), whole, grain, red, dried, stewed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum,1,590,140,63.1,3.9,1.5,24.9,5.8,0.8,6,1.4,63,123,162,4,0.82,9,0,0,0,2,0.08,0.05,1.3,21,21,0,0
"Teff, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Teff,1,1490,351,8.8,13.3,2.4,65.1,8,2.4,180,7.6,184,429,427,12,3.63,4,0,1,0,5,0.39,0.27,3.4,166,166,0,3
"Ugali (Maize, Red Sorghum and Finger Millet)",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize;Sorghum;Finger millet,1,543,129,66.2,3.1,1.4,23.3,5.3,0.8,39,1.9,44,118,131,6,0.72,5,0,0,0,0,0.07,0.03,1,20,20,0,0
"Ugali (Red Sorghum, Maize flour & Finger Millet)",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Sorghum;Maize;Finger millet,1,634,150,61,1.9,0.7,32.1,3.6,0.7,26,1.3,33,61,92,5,0.44,5,0,0,0,1,0.04,0.02,0.7,11,11,0,0
Ugali (Refined Maize Flour),Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,626,148,62.8,3.4,1.9,27.3,4,0.6,12,1.1,33,158,97,8,0.81,4,0,0,0,0,0.09,0.04,0.8,21,21,0,0
"Wheat Flour (refined/fortified/sifted packaged), raw",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1480,349,12.2,11.2,1.6,70.7,3.6,0.7,35,5.6,31,183,129,2,0.87,0,93,93,93,2,0.91,0.57,5.9,577,42,0.7,0
Wheat Flour Porridge,Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,468,111,76.3,2.5,3.9,16.1,0.9,0.3,14,0.9,21,32,60,3,0.24,1,7,7,7,0,0.11,0.05,1.4,37,7,0.06,0
Wheat Flour-Atta,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1410,334,11.7,11.4,1.8,62.4,11.3,1.4,34,3.8,117,283,331,2,2.33,39,0,0,0,2,0.5,0.14,3.5,80,0,0,0
"Wheat, whole, flour, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1380,328,12.5,11.3,2.5,58,14,1.7,39,4,125,315,366,3,3,48,0,1,0,3,0.43,0.14,2.7,0,0,0,0
"Wheat, whole, grain, dry, boiled",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,777,184,50.8,6.5,1.4,32.5,7.9,1,23,2.8,69,109,161,2,1.43,26,0,0,0,3,0.11,0.05,1.1,22,22,0,0
"Wheat, whole, grain, dry, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1380,328,12.5,11.6,2.5,57.8,14,1.7,39,4.9,122,205,358,2,3,47,0,1,0,5,0.39,0.13,2.7,57,57,0,0
"Wheat, whole, grain, dry, stewed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,777,184,50.8,6.5,1.4,32.5,7.9,1,23,2.8,69,115,201,3,1.51,26,0,0,0,3,0.16,0.07,1.4,26,26,0,0
White Chapati,Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1774,424,18.4,7.8,21.1,49.6,2.5,0.7,25,3.9,22,126,90,100,0.61,0,59,59,58,1,0.56,0.36,3.6,280,20,0.48,0
White Ugali (Whole Maize Flour),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,596,141,64.5,3.3,1.8,26,3.8,0.5,12,1.1,31,150,93,7,0.77,4,0,0,0,0,0.08,0.04,0.8,20,20,0,0
Biryani rice,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice,1,641,152,65.3,2.7,3.2,27.9,0.3,0.6,9,0.3,9,52,22,180,0.47,0,0,0,0,0,0.02,0.04,0.4,3,3,0,0
Biryani stew,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Rice;Cow,1,822,198,65.3,8.1,14.3,8.3,1.9,2.1,28,5.2,24,139,332,480,1.58,8,24,43,6,225,0.04,0.13,1.8,14,14,0.47,14.5
Finger Millet Ugali,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Finger millet,1,505,120,65.1,2.9,0.7,21,8.9,1.4,137,4.4,61,72,212,3,0.67,6,0,0,0,1,0.06,0.01,1.6,26,26,0,0
"Gurdo, Marqa (Ugali in Sour Milk)",Whole Grains,"Grains, White Roots And Tubers And Plantains;Milk And Dairy Products","Grains, White Roots And Tubers And Plantains;Milk And Dairy Products",Whole Cereals;Dairy,Whole Grains,Maize;Cow,1,1020,242,46.9,6.6,9.6,29.7,5.1,2,103,2.2,78,246,264,268,1.36,9,65,67,63,24,0.1,0.2,1.3,31,31,0.15,0.4
Rice with Milk,Whole Grains,"Grains, White Roots And Tubers And Plantains;Milk And Dairy Products","Grains, White Roots And Tubers And Plantains;Milk And Dairy Products",Whole Cereals;Dairy,Whole Grains,Rice;Cow,1,741,176,61.5,3.9,5.7,27.2,0.2,1.4,53,0.4,12,96,73,419,0.64,1,44,47,42,27,0.02,0.14,0.3,9,9,0.2,0
"Fiqe (Red Sorghum, Beans and Teff Flour)",Whole Grains;Legumes,"Grains, White Roots And Tubers And Plantains;Pulses (Beans, Peas And Lentils)","Grains, White Roots And Tubers And Plantains;Legumes And Nuts",Whole Cereals;Legumes,Whole Grains;Legumes,Sorghum;Bean;Teff,1,807,192,52.5,7.2,5.8,24.2,7.4,2.9,170,3.5,77,214,315,495,1.4,4,82,131,34,584,0.15,0.12,1.4,62,62,0,24
Githeri (Fresh beans and Maize),Whole Grains;Legumes,"Grains, White Roots And Tubers And Plantains;Pulses (Beans, Peas And Lentils)","Grains, White Roots And Tubers And Plantains;Legumes And Nuts",Whole Cereals;Legumes,Whole Grains;Legumes,Bean;Maize,1,751,180,57,7.8,7.6,15.1,10.4,2.2,17,1.7,24,119,319,433,1.21,3,6,13,0,76,0.13,0.09,1.4,54,54,0,9.2
Githeri (Sauteed Fresh Maize & Beans),Whole Grains;Legumes,"Grains, White Roots And Tubers And Plantains;Pulses (Beans, Peas And Lentils)","Grains, White Roots And Tubers And Plantains;Legumes And Nuts",Whole Cereals;Legumes,Whole Grains;Legumes,Maize;Bean,1,773,185,55.3,6.9,7.2,17.8,10.5,2.2,41,2.2,43,222,308,335,1.32,3,2,5,0,27,0.12,0.08,1,57,57,0,0.8
